Species,NFC,Legume,Order,Family,Data_fixing,Source,Source2,Data_corrected,Species_corrected,Analysed_Werner_etal.
Indigastrum argyroides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigastrum burkeanum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigastrum costatum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigastrum parviflorum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera acutisepala,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera zeyheri,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera adenocarpa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera adenoides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera alpina,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera stipularis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera alternans,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera anabaptista,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera angustata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera stenophylla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera angustifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera annua,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera antunesiana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera arenophila,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera argentea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera arrecta,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera asperifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera astragalina,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera atropurpurea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera auricoma,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera australis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera bainesii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera bifrons,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera brachynema,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera brachystachya,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera brevidens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera bungeana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera burchellii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera candicans,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera candolleana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera capillaris,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera cardiophylla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera carlesii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera caroliniana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera cassioides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera cecilii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera charlieriana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera chuniana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera circinella,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera circinnata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera comosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera complicata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera cordifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera cryptantha,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera cuneata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera cuneifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera cylindracea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera cytisoides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera daleoides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera decora,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera delagoaensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera demissa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera denudata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera digitata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera dimidiata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera dosua,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera dregeana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera dyeri,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera egens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera emarginella,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera enneaphylla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera eriocarpa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera erythrogramma,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera evansiana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera eylesiana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera fanshawei,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera filicaulis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera filiformis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera filipes,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera flavicans,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera foliosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera fortunei,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera frutescens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera fulvopilosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera gairdnerae,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera galegoides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera garckeana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera gerardiana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera gerrardiana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera glandulosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera glaucescens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera glomerata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera griseoides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera hamiltonii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera hebepetala,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera hedyantha,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera hendecaphylla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera endecaphylla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera hermanus,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera heterophylla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera heterotricha,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera hewittii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera hilaris,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera hirsuta,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera hispida,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera holubii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera humifusa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera incana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera incarnata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera ingrata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera inhambanensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera kirilowii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera langebergensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera laxeracemosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera mucronata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera lespedezioides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera linifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera litoralis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera livingstoniana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera lobata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera longepedicellata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera longibarbata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera longipes,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera lupatana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera lyallii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera malacostachys,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera maritima,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera mauritanica,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera coriacea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera melanadenia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera meyeriana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera microcarpa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera mimosoides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera miniata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera mishocarpa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera mollicoma,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera monantha,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera neglecta,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera nigromontana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera nummulariifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera oblongifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera ormocarpoides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera ovata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera oxalidea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera oxytropis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera oxytropoides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera podophylla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera poliotes,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera pongolana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera porrecta,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera potaninii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera pratensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera praticola,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera pretoriana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera procumbens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera prostrata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera pseudo,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera pseudotinctoria,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera psoraloides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera pulchra,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera purpurea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera rautanenii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera reducta,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera rehmanni,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera reticulata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera retroflexa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera rhynchocarpa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera rhytidocarpa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera richardsiae,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera ripae,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera rostrata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera sanguinea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera schimperi,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera schinzii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera senegalensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera sessilifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera setiflora,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera sordida,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera sphaerocarpa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera spicata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera spinescens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera stricta,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera strobilifera,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Indigofera subcorymbosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Indigofera subulifera,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
