bad,good
Piptocarpha_peoppigiana,Piptocarpha_poeppigiana
Piranhea_longepedunculata,Piranhea_longipedunculata
Piranhea_trifoliolata,Piranhea_trifoliata
Pitcairnia_saslrei,Pitcairnia_sastrei
Pithecellobium_hymenaeifolium,Pithecellobium_hymenaeafolium
Plectranthus_erubescens,Plectranthus_pubescens
Plectranthus_ignarius,Plectranthus_igniarius
Pleiogynium_timorense,Pleiogynium_timoriense
Pleurothallis_alpestris,Pleurothallis_campestris
Pleurothallis_elegans,Pleurothallis_elegantula
Pleurothallis_sparsiflora,Pleurothallis_parviflora
Poa_ampla,Poa_amplexicaulis
Poa_figerti,Poa_figertii
Poa_labillardieri,Poa_labillardierei
Poa_molinerii,Poa_molineri
Poa_schimperana,Poa_schimperiana
Podocarpus_nubigena,Podocarpus_nubigenus
Podocarpus_saligna,Podocarpus_salignus
Podocoma_hieraciifolia,Podocoma_hieracifolia
Podostemum_pterophyllus,Podostemum_pterophyllum
Poecilanthe_hostmanni,Poecilanthe_hostmannii
Polyalthia_laui,Polyalthia_lauii
Polybotrya_caniculata,Polybotrya_canaliculata
Polybotrya_polybotrioides,Polybotrya_polybotryoides
Polygonatum_qinghaiense,Polygonatum_jinzhaiense
Polystachya_hologlossa,Polystachya_caloglossa
Polystachya_humberti,Polystachya_humbertii
Polystachya_ngomensis,Polystachya_thomensis
Polystachya_perigibbosa,Polystachya_pergibbosa
Popowia_klainei,Popowia_klainii
Porroglossum_eduardii,Porroglossum_eduardi
Potamogeton_gayii,Potamogeton_gayi
Potamogeton_vaginatus,Potamogeton_vaginans
Pourouma_cecropiaefolia,Pourouma_cecropiifolia
Pouteria_adolfi,Pouteria_adolfi-friedericii
Pouteria_ambelaniffolia,Pouteria_ambelaniifolia
Pouteria_domingensis,Pouteria_dominigensis
Pouteria_eugenilfolia,Pouteria_eugeniifolia
Pouteria_gonggrijpii,Pouteria_gongrijpii
Pouteria_rata,Pouteria_atabapoensis
Prestoea_longepetiolata,Prestoea_longipetiolata
Prestonia_plumierifolia,Prestonia_plumeriifolia
Prionostemma_asperum,Prionostemma_aspera
Prionostemma_unguiculata,Prionostemma_unguiculatum
Protea_mundi,Protea_mundii
Protea_scolopendriifolium,Protea_scolopendriifolia
Protium_aracouchili,Protium_aracouchini
Protium_beandon,Protium_beandou
Protium_krukofii,Protium_krukoffii
Protium_plagiocarpum,Protium_plagiocarpium
Protium_robusturn,Protium_robustum
Protium_serrata,Protium_serratum
Prunus_capollin,Prunus_caroliniana
Pseudadenia_strampffii,Pseudadenia_strampfii
Pseudarthria_ciscida,Pseudarthria_viscida
Pseudogynoxys_chemopodioides,Pseudogynoxys_chenopodioides
Pseudogynoxys_filicaliculata,Pseudogynoxys_filicalyculata
Pseudoleskeopsis_pseudoattenuata,Pseudoleskeopsis_pseudo-attenuata
Pseudopanax_crassifolium,Pseudopanax_crassifolius
Pseudoprosopis_sericeus,Pseudoprosopis_sericea
Pseudosicydium_acaranthum,Pseudosicydium_acariianthum
Psiadia_salviaefolia,Psiadia_salviifolia
Psidium_galapageium,Psidium_galapagaeum
Psidium_guayava,Psidium_guajava
Psidium_longipes,Psidium_longipetiolatum
Psidium_missionum,Psidium_misionum
Psychotria_acuminata,Psychotria_acuminatissima
Psychotria_chiapensis,Psychotria_capensis
Psychotria_ealensis,Psychotria_ealaensis
Psychotria_macrophylla,Psychotria_microphylla
Psydrax_martinii,Psydrax_martini
Pterocaulon_alopecuroidies,Pterocaulon_alopecuroides
Pteronia_staehelinoides,Pteronia_stoehelinoides
Puya_erlenbachia,Puya_erlenbachiana
Pyrus_betulaefolia,Pyrus_betulifolia
Pyrus_calleryiana,Pyrus_calleryana
Quercus_chapmanni,Quercus_chapmanii
Quercus_edithae,Quercus_edithiae
Quercus_fabri,Quercus_fabrei
Quercus_florbunda,Quercus_floribunda
Quercus_gambellii,Quercus_gambelii
Quercus_haas,Quercus_hastingsii
Quercus_hemispherica,Quercus_hemisphaerica
Quercus_margaretta,Quercus_margarettiae
Quercus_margarettiae,Quercus_margarettae
Quercus_mcvaughii,Quercus_macvaughii
Quercus_myrsinaefolia,Quercus_myrsinifolia
Quercus_rhysophylla,Quercus_rysophylla
Quercus_virginia,Quercus_virginiana
Radula_fulvifolia,Radula_flavifolia
Ranunculus_ficaria,Ranunculus_ficariifolius
Ranunculus_limosella,Ranunculus_limoselloides
Restio_constipatus,Restio_conspicatus
Restio_nubigenus,Restio_nubigensis
Restio_parthenocarpos,Restio_partenocarpos
Rhamnus_catharticus,Rhamnus_cathartica
Rhamnus_nipalensis,Rhamnus_napalensis
Rhamnus_persicaefolia,Rhamnus_persicifolia
Rhamnus_rhodopeus,Rhamnus_rhodopea
Rhaphidophora_honkongensis,Rhaphidophora_hongkongensis
Rhaphiostylis_benensis,Rhaphiostylis_beninensis
Rhodostemonodaphne_licanoides,Rhodostemonodaphne_licanioides
Rhus_chirendensis,Rhus_chirindensis
Rhus_copallina,Rhus_copallinum
Rhynchosia_stipitata,Rhynchosia_stipata
Rhynchospora_hieronymii,Rhynchospora_hieronymi
Ribes_alpestris,Ribes_alpestre
Ribes_amara,Ribes_amarum
Ribes_diacantha,Ribes_diacanthum
Ribes_roezli,Ribes_roezlii
Ritchiea_afrelii,Ritchiea_afzelii
Ritchiea_reflexes,Ritchiea_reflexa
Robinia_pseudacacia,Robinia_pseudoacacia
Romulea_eburea,Romulea_eburnea
Rourea_suerensis,Rourea_suerrensis
Rubia_angustissima,Rubia_angustisissima
Rubus_betonicifolius,Rubus_begoniifolius
Rubus_pauciflorus,Rubus_parviflorus
Rutidea_olentricha,Rutidea_olenotricha
Rytidosperma_picta,Rytidosperma_pictum
Rytidostylis_trianaei,Rytidostylis_trianae
Sabicea_novo-granatensis,Sabicea_novogranatensis
Saccharum_benghalense,Saccharum_bengalense
Sacciolepis_vilfoides,Sacciolepis_vilvoides
Salacia_fimbrisepaia,Salacia_fimbrisepala
Salacia_multijlora,Salacia_multiflora
Salacia_staudtii,Salacia_staudtiana
Salacia_zenkerii,Salacia_zenkeri
Salix_elaeagnos,Salix_eleagnos
Salix_pendula,Salix_pendulina
Salix_serpillifolia,Salix_serpyllifolia
Sambucus_caerulea,Sambucus_cerulea
Sambucus_canadencsis,Sambucus_canadensis
Sanvitalia_abertii,Sanvitalia_aberti
Sapium_jenmani,Sapium_jenmannii
Sapium_jenmanii,Sapium_jenmannii
Sarcorhachis_naranjoan,Sarcorhachis_naranjoana
Scaphium_longepetiolatum,Scaphium_longipetiolatum
Schefflera_macrocarpum,Schefflera_macrocarpa
Schinus_terebinthifolius,Schinus_terebinthifolia
Schizophragma_integrifolia,Schizophragma_integrifolium
Schlegelia_sulfurea,Schlegelia_sulphurea
Schmidtia_kalihariensis,Schmidtia_kalahariensis
Scirpoides_dioecus,Scirpoides_dioeca
Scirpoides_varia,Scirpoides_varius
Scirpus_triqueter,Scirpus_triquetriformis
Scleria_brownei,Scleria_brownii
Sclerolobium_albillorum,Sclerolobium_albiflorum
Scyphiphora_hydrophyllacea,Scyphiphora_hydrophylacea
Sechium_talamancense,Sechium_talamancensis
Selago_bilacunosa,Selago_lacunosa
Selago_stewartiae,Selago_stewartii
Selysia_prunijera,Selysia_prunifera
Senecio_agapetes,Senecio_anapetes
Senecio_antitensis,Senecio_antucensis
Senecio_blochmaniae,Senecio_blochmanae
Senecio_ellenbergii,Senecio_ellenbeckii
Senecio_ferreyrae,Senecio_herrerae
Senecio_hildebrandtii,Senecio_hillebrandii
Senecio_huasensis,Senecio_guascensis
Senecio_mandrarensis,Senecio_madrasensis
Senecio_microglossus,Senecio_macroglossus
Senecio_pentlandianus,Senecio_pentlandicus
Senecio_peruensis,Senecio_pelquensis
Senecio_punasessilis,Senecio_puna-sessilis
Senecio_pyrenophilus,Senecio_pyrophilus
Senecio_rauhii,Senecio_rauchii
Senecio_sublutescens,Senecio_subpubescens
Senecio_yoniifolius,Senecio_bryoniifolius
Serapias_alberti,Serapias_albertii
Serjania_altissma,Serjania_altissima
Serjania_mucronata,Serjania_mucronulata
Serjania_sphaerocarpa,Serjania_sphenocarpa
Setaria_clementii,Setaria_elementii
Setaria_faberii,Setaria_faberi
Sicyos_polyacanthus,Sicyos_polyacanthos
Siphocampylus_tupaeformis,Siphocampylus_tupiformis
Sleumerodendron_austro-caledonicum,Sleumerodendron_austrocaledonicum
Sloanea_berteriana,Sloanea_berteroana
Smallanthus_siegesbeckia,Smallanthus_siegesbeckius
Smallanthus_uvedalius,Smallanthus_uvedalia
Smilax_glycophylla,Smilax_glyciphylla
Smilax_lasioneuron,Smilax_lasioneura
Smilax_macrophylla,Smilax_microphylla
Smilax_ruizana,Smilax_ruiziana
Smilax_ruizana,Smilax_ruiziana
Smilax_syphilitica,Smilax_siphilitica
Smilax_vaga,Smilax_vaginata
Smilax_williamsi,Smilax_williamsii
Socratea_exorhiza,Socratea_exorrhiza
Solanum_lancaeifolium,Solanum_lanceifolium
Solanum_pyrifolium,Solanum_trifolium
Solanum_siparuniodes,Solanum_siparunoides
Solanum_velulinum,Solanum_velutinum
Sorghum_purpureo-sericeum,Sorghum_purpureosericeum
Sphenodesme_griffthiana,Sphenodesme_griffithiana
Spirodela_polyrhiza,Spirodela_polyrrhiza
Spirostachys_africanus,Spirostachys_africana
Sporobolus_caroli,Sporobolus_carolii
Sporobolus_diander,Sporobolus_diandrus
Sporobolus_helvola,Sporobolus_helvolus
Staphylea_trifoliata,Staphylea_trifolia
Stelechocarpus_cauliflorous,Stelechocarpus_cauliflorus
Stelis_argenlata,Stelis_argentata
Stelis_modica,Stelis_monicae
Stelis_regia,Stelis_regina
Stelis_ruris,Stelis_jurisdixii
Stenocarpus_umbelliferus,Stenocarpus_umbellifer
Stenospermation_killipii,Stenospermation_hilligii
Stephania_harnandifolia,Stephania_hernandiifolia
Stigmaphyllon_banisterioides,Stigmaphyllon_bannisterioides
Stigmaphyllon_floribumdum,Stigmaphyllon_floribundum
Stigmaphyllon_puber,Stigmaphyllon_puberum
Stipa_curtiseta,Stipa_curviseta
Stipa_hansmeyeri,Stipa_hans-meyeri
Stipa_krylovi,Stipa_krylovii
Stipa_tenuis,Stipa_tenuifolia
Stipagrostis_hochstetterana,Stipagrostis_hochstetteriana
Stixis_sauveolens,Stixis_suaveolens
Streblus_microphylla,Streblus_macrophyllus
Strephonema_sericea,Strephonema_sericeum
Strophanthus_hypoleucus,Strophanthus_hypoleucos
Strophostyles_helvola,Strophostyles_helvula
Strychnos_croatis,Strychnos_croatii
Strychnos_ecuadorensis,Strychnos_ecuadoriensis
Strychnos_frosii,Strychnos_froesii
Strychnos_ramitifera,Strychnos_ramentifera
Stuckenia_pectinatus,Stuckenia_pectinata
Stylidium_tenerum,Stylidium_tenellum
Stylochaeton_angolense,Stylochaeton_angolensis
Stylochaeton_borumense,Stylochaeton_borumensis
Stylochaeton_crassispathum,Stylochaeton_crassispathus
Stylochaeton_cuculliferum,Stylochaeton_cuculliferus
Stylochaeton_euryphyllum,Stylochaeton_euryphyllus
Stylochaeton_grande,Stylochaeton_grandis
Stylochaeton_hypogeum,Stylochaeton_hypogaeus
Stylochaeton_lancifolium,Stylochaeton_lancifolius
Stylochaeton_milneanum,Stylochaeton_milneanus
Stylochaeton_natalense,Stylochaeton_natalensis
Stylochaeton_oligocarpum,Stylochaeton_oligocarpus
Stylochaeton_pilosum,Stylochaeton_pilosus
Stylochaeton_puberulum,Stylochaeton_puberulus
Stylochaeton_salaamicum,Stylochaeton_salaamicus
Stylochaeton_shabaense,Stylochaeton_shabaensis
Stylocline_gnaphalioides,Stylocline_gnaphaloides
Styrax_leprosum,Styrax_leprosus
Styrax_suberifolium,Styrax_suberifolius
Swartzia_brachyrhachis,Swartzia_brachyrachis
Syagrus_romanzoffianum,Syagrus_romanzoffiana
Symplocos_chinensis,Symplocos_chiapensis
Symplocos_henscheli,Symplocos_henschelii
Syzygium_malaceense,Syzygium_malaccense
Syzygium_melanophyllum,Syzygium_melanophilum
Syzygium_sandwicensis,Syzygium_sandwicense
Tabebuia_roseo-alba,Tabebuia_roseoalba
Tachigali_alba,Tachigali_albiflora
Tarenna_fusco-flava,Tarenna_fuscoflava
Tasmannia_montis-wilhelmii,Tasmannia_montis-wilhelmi
Tassadia_berteroana,Tassadia_berteroanum
Telipogon_hutchinsonii,Telipogon_hutchisonii
Telipogon_sarae,Telipogon_saraguroensis
Telipogon_tessallatus,Telipogon_tesselatus
Telosma_africanum,Telosma_africana
Telosma_africaum,Telosma_africana
Terminalia_belirica,Terminalia_bellirica
Terminalia_bellerica,Terminalia_bellirica
Terminalia_brassii,Terminalia_brasiliensis
Terminalia_oblongata,Terminalia_oblonga
Tetracera_aspenula,Tetracera_asperula
Tetracera_stulmanniana,Tetracera_stuhlmanniana
Tetrameranthus_globuliferus,Tetrameranthus_globulifer
Tetrastigma_alpinianum,Tetrastigma_aplinianum
Tetrastigma_angustifolia,Tetrastigma_angustifolium
Tetrastigma_crucistum,Tetrastigma_cruciatum
Tetrastigma_planicaulum,Tetrastigma_planicaule
Thelasis_wariana,Thelasis_carinata
Thelymitra_alpicola,Thelymitra_apiculata
Thesium_carinatum,Thesium_capitatum
Thesium_hispidulum,Thesium_hispidum
Thesium_patersoniae,Thesium_patersonae
Thinouia_paraguariensis,Thinouia_paraguayensis
Tillandsia_crista-galli,Tillandsia_crista-gallii
Tillandsia_llexuosa,Tillandsia_flexuosa
Tillandsia_piauiensis,Tillandsia_piurensis
Tillandsia_piauiensis,Tillandsia_piurensis
Tinospora_cordiflia,Tinospora_cordifolia
Toddalia_asiactica,Toddalia_asiatica
Tontelea_laxijlora,Tontelea_laxiflora
Tontelea_tenuicola,Tontelea_tenuicula
Tournefortia_hirsutisima,Tournefortia_hirsutissima
Tournefortia_scabra,Tournefortia_scabrida
Townsendia_leptotes,Townsendia_lepotes
Tragia_breviceps,Tragia_brevipes
Tragia_micromeres,Tragia_micromenes
Tragia_volubils,Tragia_volubilis
Tragus_racemosa,Tragus_racemosus
Trattinnickia_burseraefolia,Trattinnickia_burserifolia
Trattinnickia_rhoifoha,Trattinnickia_rhoifolia
Trichilia_casarettoi,Trichilia_casaretti
Trichilia_clausseni,Trichilia_claussenii
Trichomanes_reptans,Trichomanes_repens
Trichophorum_caespitosum,Trichophorum_cespitosum
Triclisia_saeleuxii,Triclisia_sacleuxii
Tridens_flava,Tridens_flavus
Triticum_baeoticum,Triticum_boeoticum
Tulipa_alberti,Tulipa_albertii
Turbina_abutiluida,Turbina_abutiloides
Turpinia_parva,Turpinia_parvifoliola
Tylecodon_cacaliodes,Tylecodon_cacaloides
Tylecodon_hallii,Tylecodon_mallei
Tylosema_fassoglense,Tylosema_fassoglensis
Ulmus_lanceaefolia,Ulmus_lanceifolia
Ulmus_lancifolia,Ulmus_lanceifolia
Ulmus_thomasi,Ulmus_thomasii
Umtiza_listeriana,Umtiza_listerana
Utricularia_baoulensis,Utricularia_baouleensis
Uvaria_afzelli,Uvaria_afzelii
Uvaria_dinldagei,Uvaria_dinklagei
Uvaria_leptocladon,Uvaria_leptoclados
Uvaria_maclurei,Uvaria_macclurei
Vaccinium_vitis,Vaccinium_vitis-idaea
Valeriana_tubifera,Valeriana_tuberifera
Vanilla_chalottii,Vanilla_chalotii
Vanilla_vellozii,Vanilla_vellozoi
Ventilago_madraspatana,Ventilago_maderaspatana
Verbesina_cabrerae,Verbesina_alcabrerae
Vernonia_patens,Vernonia_patentissima
Viburnum_davidi,Viburnum_davidii
Viburnum_hartwegi,Viburnum_hartwegii
Vigna_macrorrhyncha,Vigna_macrorhyncha
Vigna_owahuensis,Vigna_o-wahuensis
Virola_micelii,Virola_michelii
Virola_mollis,Virola_mollissima
Virola_pavo,Virola_pavonis
Viscum_apiculatum,Viscum_articulatum
Vismia_ramullflora,Vismia_ramuliflora
Vitex_axillaris,Vitex_axillariflora
Vitis_tilifolia,Vitis_tiliifolia
Vittaria_guineense,Vittaria_guineensis
Voyria_tenuillora,Voyria_tenuiflora
Voyriella_parvijlora,Voyriella_parviflora
Vulpia_myurus,Vulpia_myuros
Xylosma_intermedium,Xylosma_intermedia
Xylosma_pseudosalzmannii,Xylosma_pseudosalzmanii
Xyris_rigidaeformis,Xyris_rigidiformis
Yucca_shidigera,Yucca_schidigera
Zamia_vasquezii,Zamia_vazquezii
Zeugites_americana,Zeugites_americanus
Ziziphus_oenoplia,Ziziphus_oenopolia
Zostera_noltei,Zostera_noltii
Zygia_tetragon,Zygia_tetragona
Abuti_pahni,Abuta_pahni
Acanthophippium_bicolor,Acanthephippium_bicolor
Acanthophippium_chrysoglossum,Acanthephippium_chrysoglossum
Acanthophippium_curtisii,Acanthephippium_curtisii
Acanthophippium_eburneum,Acanthephippium_eburneum
Acanthophippium_gougahensis,Acanthephippium_gougahensis
Acanthophippium_javanicum,Acanthephippium_javanicum
Acanthophippium_lilacinum,Acanthephippium_lilacinum
Acanthophippium_mantinianum,Acanthephippium_mantinianum
Acanthophippium_parviflorum,Acanthephippium_parviflorum
Acanthophippium_pictum,Acanthephippium_pictum
Acanthophippium_splendidum,Acanthephippium_splendidum
Acanthophippium_striatum,Acanthephippium_striatum
Acanthophippium_sylhetense,Acanthephippium_sylhetense
Achyranthe_sbidentata,Achyranthes_bidentata
Adenocalyma_bracteolatum,Adenocalymma_bracteolatum
Adenocalymna_impressum,Adenocalymma_impressum
Aegiphilia_cephalophora,Aegiphila_cephalophora
Aegiphilia_elata,Aegiphila_elata
Agelaia_paradoxa,Agelaea_paradoxa
Agonosma_breviloba,Aganosma_breviloba
Agonosma_gracilis,Aganosma_gracilis
Agonosma_wallichii,Aganosma_wallichii
Albizzia_chinensis,Albizia_chinensis
Albizzia_odoratissima,Albizia_odoratissima
Albizzia_procera,Albizia_procera
Aleuropus_littoralis,Aeluropus_littoralis
Ammania_gracilis,Ammannia_gracilis
Ammania_latifolia,Ammannia_latifolia
Ammania_senegalensis,Ammannia_senegalensis
Amphicarpa_bracteata,Amphicarpaea_bracteata
Amphilobium_paniculatum,Amphilophium_paniculatum
Ancyclobotrys_scandens,Ancylobothrys_scandens
Ancylobotrys_amoena,Ancylobothrys_amoena
Ancylobotrys_capensis,Ancylobothrys_capensis
Ancylobotrys_petersiana,Ancylobothrys_petersiana
Ancylobotrys_pyriformis,Ancylobothrys_pyriformis
Ancylobotrys_scandcns,Ancylobothrys_scandens
Ancylobotrys_tayloris,Ancylobothrys_tayloris
Anona_senegalensis,Annona_senegalensis
Anthenantia_rufa,Anthaenantia_rufa
Anthenantia_villosa,Anthaenantia_villosa
Anthocarapa_nitidula,Anthocarpa_nitidula
Anthonota_macrophylla,Anthonotha_macrophylla
Anthoxantum_odoratum,Anthoxanthum_odoratum
Aporusa_yunnanensis,Aporosa_yunnanensis
Argyria_capitiformis,Argyreia_capitiformis
Bahuinia_herrerae,Bauhinia_herrerae
Befaria_aestuans,Bejaria_aestuans
Belliolum_crassifolium,Bellium_crassifolium
Beureria_cumanensis,Bourreria_cumanensis
Brachyelectrum_erectum,Brachyelytrum_erectum
Cajophora_canarinoides,Caiophora_canarinoides
Cajophora_contorta,Caiophora_contorta
Cajophora_pentlandii,Caiophora_pentlandii
Cajophora_scarlatina,Caiophora_scarlatina
Callychlamis_latifolia,Callichlamys_latifolia
Calpogonium_caeruleum,Calopogonium_caeruleum
Calpogonium_mucunoides,Calopogonium_mucunoides
Calyocar_glabrum,Caryocar_glabrum
Campylossphon_purpurascens,Campylosiphon_purpurascens
Casaeria_battiscombei,Casearia_battiscombei
Castanha_de,Castanea_dentata
Cedrella_fissilis,Cedrela_fissilis
Centrocema_pubescens,Centrosema_pubescens
Cercropia_hololeuca,Cecropia_hololeuca
Cespedezia_spathulata,Cespedesia_spathulata
Chiococea_alba,Chiococca_alba
Ciclospermum_laciniatum,Cyclospermum_laciniatum
Cissampelis_pareira,Cissampelos_pareira
Coelodepas_longifolium,Koilodepas_longifolium
Coelorhachis_selloana,Coelorachis_selloana
Combrerum_mucronatum,Combretum_mucronatum
Conolobus_stellatus,Gonolobus_stellatus
Crataeva_tapia,Crateva_tapia
Crematosperma_brevipes,Cremastosperma_brevipes
Cryptosgetia_madagascariensis,Cryptostegia_madagascariensis
Cyaponia_racemosa,Cayaponia_racemosa
Cyclia_peltata,Cyclea_peltata
Demos_viridiflora,Desmos_viridiflorus
Dicryophleba_stipulosa,Dictyophleba_stipulosa
Dinidageodoxa_scandens,Dinklageodoxa_scandens
Eleagnus_conforta,Elaeagnus_conferta
Eleagnus_glabra,Elaeagnus_glabra
Eleagnus_latifolia,Elaeagnus_latifolia
Elleanihus_brasiliensis,Elleanthus_brasiliensis
Epiprernnum_pinnatum,Epipremnum_pinnatum
Excremis_coarctata,Eccremis_coarctata
Faundea_baumannii,Jaundea_baumannii
Fosteronia_graciloides,Forsteronia_graciloides
Herriria_salsaparilha,Herreria_salsaparilha
Heteropteris_laurifolia,Heteropterys_laurifolia
Heteropteris_leona,Heteropterys_leona
Hirea_fagifolia,Hiraea_fagifolia
Hirea_quapara,Hiraea_quapara
Hirea_reclinata,Hiraea_reclinata
Hirea_smilacina,Hiraea_smilacina
Honkenya_peploides,Honckenya_peploides
Hydrocleis_nymphoides,Hydrocleys_nymphoides
Hyeronima_alchorneoides,Hieronyma_alchorneoides
Hyeronima_jamaicensis,Hieronyma_jamaicensis
Hyeronima_oblonga,Hieronyma_oblonga
Hypeslodelphys_poggeana,Hypselodelphys_poggeana
Hypeslodelphys_violacea,Hypselodelphys_violacea
Iodina_rhombifolia,Jodina_rhombifolia
Ioedes_klaineana,Iodes_klaineana
Ipomea_rubella,Ipomoea_rubella
Ischnosiphion_killipii,Ischnosiphon_killipii
Lasciacis_ligulata,Lasiacis_ligulata
Lathryus_setifolius,Lathyrus_setifolius
Lathryus_sphaericus,Lathyrus_sphaericus
Lehretia_cordata,Leretia_cordata
Loesneriella_africana,Loeseneriella_africana
Macharium_floribundum,Machaerium_floribundum
Maurua_oblongifolia,Maerua_oblongifolia
Mendonicia_puberula,Mendoncia_puberula
Microsorium_punctatum,Microsorum_punctatum
Milletia_dielsiana,Millettia_dielsiana
Monolagma_spicatum,Monotagma_spicatum
Monroa_squarrosa,Munroa_squarrosa
Montandra_guineensis,Motandra_guineensis
Muehlenbergia_porteri,Muhlenbergia_porteri
Myriophylumm_oguraense,Myriophyllum_oguraense
Neuropettis_acuminata,Neuropeltis_acuminata
Ocinotis_pontyi,Oncinotis_pontyi
Omalanthus_populneus,Homalanthus_populneus
Paedaria_foetida,Paederia_foetida
Passiflora_pottiae,Passiflora_pittieri
Perperomia_emarginella,Peperomia_emarginella
Petraea_volubilis,Petrea_volubilis
Phyllorhachis_sagittata,Phyllorachis_sagittata
Pilicosepalus_curviflorus,Plicosepalus_curviflorus
Pimeleodendron_griffithianum,Pimelodendron_griffithianum
Placioscyphus_danguyanus,Plagioscyphus_danguyanus
Placioscyphus_jumellei,Plagioscyphus_jumellei
Prionostema_aspera,Prionostemma_aspera
Pseudaida_speciosa,Pseudaidia_speciosa
Pyrencatha_acuminata,Pyrenacantha_acuminata
Pyrencatha_cordicula,Pyrenacantha_cordicula
Pyrencatha_glabrescens,Pyrenacantha_glabrescens
Pyrencatha_klaineana,Pyrenacantha_klaineana
Pyrencatha_vogeliana,Pyrenacantha_vogeliana
Raphidophora_africana,Rhaphidophora_africana
Raphiostylis_beninensis,Rhaphiostylis_beninensis
Rhapidophora_decursiva,Rhaphidophora_decursiva
Ricciocarpus_natans,Ricciocarpos_natans
Ripogonum_album,Rhipogonum_album
Ripogonum_brevifolium,Rhipogonum_brevifolium
Ripogonum_discolor,Rhipogonum_discolor
Ripogonum_elseyanum,Rhipogonum_elseyanum
Ripogonum_fawcettianum,Rhipogonum_fawcettianum
Ripogonum_scandens,Rhipogonum_scandens
Rodriguesia_strobelli,Rodriguezia_strobelii
Roydsia_parviflora,Reyesia_parviflora
Rynchosia_pyramidalis,Rhynchosia_pyramidalis
Ryttya_fruticosa,Ruttya_fruticosa
Schkuria_pinnata,Schkuhria_pinnata
Schlegefla_brachyantha,Schlegelia_brachyantha
Schlimmia_alpina,Schlimia_alpina
Schlimmia_condorana,Schlimia_condorana
Schlimmia_garayana,Schlimia_garayana
Schlimmia_jennyana,Schlimia_jennyana
Seguiera_parvifolia,Seguieria_parvifolia
Siegesbeckia_agrestis,Sigesbeckia_agrestis
Siegesbeckia_jorullensis,Sigesbeckia_jorullensis
Siegesbeckia_orientalis,Sigesbeckia_orientalis
Siegesbeckia_serrata,Sigesbeckia_serrata
Sourobea_exauriculata,Souroubea_exauriculata
Sourobea_loczyi,Souroubea_loczyi
Stadmannia_acuminata,Stadmania_acuminata
Sticrocardia_beraviensis,Stictocardia_beraviensis
Stigmaphyllom_lindenianum,Stigmaphyllon_lindenianum
Stiotocardia_beraviensis,Stictocardia_beraviensis
Ternslroemia_dentata,Ternstroemia_dentata
Tetasera_sarmentosa,Tetracera_sarmentosa
Tetrapteris_crispa,Tetrapterys_crispa
Tetrapteris_discolor,Tetrapterys_discolor
Tetrapteris_schiedeana,Tetrapterys_schiedeana
Tetrapteyis_schiedeana,Tetrapterys_schiedeana
Thinonia_scandens,Thinouia_scandens
Thlandiantha_cordifolia,Thladiantha_cordifolia
Tiliacara_dielsiana,Tiliacora_dielsiana
Tontalea_congestiflora,Tontelea_congestiflora
Topobaea_asplundii,Topobea_asplundii
Torricellia_angulata,Toricellia_angulata
Torricellia_tiliifolia,Toricellia_tiliifolia
Trattinickia_rhoifolia,Trattinnickia_rhoifolia
Trewia_nudiflora,Trevia_nudiflora
Tricosanthes_cucumerina,Trichosanthes_cucumerina
Turbinia_abutiloides,Turbina_abutiloides
Tynnanthus_croatianus,Tynanthus_croatianus
Urea_hypselodendron,Urera_hypselodendron
Vaieriana_scandens,Valeriana_scandens
Velloziella_dracocephaloides,Vellosiella_dracocephaloides
Versicularia_dubyana,Vesicularia_dubyana
Wuthamnia_somnifera,Withania_somnifera
Zesmenia_serrata,Zexmenia_serrata
Zizyphus_attopensis,Ziziphus_attopensis
Zizyphus_mistol,Ziziphus_mistol
Aconogonon_coriarium ,Aconogonum_coriarium
Opuntia_santa-rita,Opuntia_santarita
Opuntia_sulfurea,Opuntia_sulphurea
Ossaea_araneiflera,Ossaea_araneifera
Oxypetalum_boudeti,Oxypetalum_boudetii
Oxypetalum_boudettii,Oxypetalum_boudetii
Oxypetalum_flavopupureum,Oxypetalum_flavopurpureum
Oxytropis_luteo-caerulea,Oxytropis_luteo-coerulea
Pachites_appressa,Pachites_appressus
Pandanus_callmanderianus,Pandanus_callmanderiana
Pandanus_longecuspidatus,Pandanus_longicuspidatus
Pandanus_longissimepedunculatus,Pandanus_longissimipedunculatus
Panicum_rigdum,Panicum_rigidum
Paracalyx_balfourii,Paracalyx_balfouri
Paracalyx_scariosa,Paracalyx_scariosus
Paranomus_esterhuyseniae,Paranomus_esterhuysenae
Paronychia_brasiliana,Paronychia_braziliana
Parsonsia_diaphanophleba,Parsonsia_diaphanophlebia
Passiflora_aroujoi,Passiflora_araujoi
Paullinia_mallophyla,Paullinia_mallophylla
Pavetta_tshikondeni,Pavetta_tschikonderi
Peperomia_pereskiaefolia,Peperomia_pereskiifolia
Abutilon_austro-africanum,Abutilon_austroafricanum
Abutilon_engleranum,Abutilon_englerianum
Abutilon_neilgherrense,Abutilon_neelgherrense
Abutilon_piloso-cinereum,Abutilon_pilosocinereum
Acacia_anarthros,Acacia_anarthos
Acacia_cretacea,Acacia_creatacea
Acacia_mabelliae,Acacia_mabellae
Acanthosyris_pauloalvinii,Acanthosyris_paulo-alvinii
Aconitum_chuanum,Aconitum_chuianum
Aconitum_diqingense,Aconitum_diqingens
Aconitum_fletcheranum,Aconitum_fletcherianum
